Reporter Identifier	VALUE
ILMN_1768430	6.429540911
ILMN_1803801	6.797291015
ILMN_2360202	6.58285752
ILMN_1878882	6.792306857
ILMN_1737945	6.425004484
ILMN_1898723	9.008540783
ILMN_1786627	6.469895546
ILMN_2399588	7.265105434
ILMN_2066904	6.52013054
ILMN_1652276	6.694369796
ILMN_2393693	7.303358072
ILMN_1685056	6.545286892
ILMN_1811555	10.62425264
ILMN_1770356	8.935411329
ILMN_1804285	6.591583872
ILMN_1913510	6.607776676
ILMN_1677273	6.461919048
ILMN_1795788	6.313653131
ILMN_1905808	6.308968955
ILMN_1703955	8.923266043
ILMN_1876371	6.706573649
ILMN_2326262	6.484270974
ILMN_1687655	6.560397911
ILMN_1867214	6.659105059
ILMN_1879605	6.242361007
ILMN_1769014	6.805182043
ILMN_1746788	6.509758407
ILMN_1660400	6.336423472
ILMN_1653910	6.473903662
ILMN_1899147	6.394409976
ILMN_1903082	6.622710616
ILMN_1704761	6.302315187
ILMN_1717852	6.649765366
ILMN_1870947	6.548924742
ILMN_1698909	6.491951441
ILMN_1892766	6.565146267
ILMN_1749716	6.579275531
ILMN_1733904	6.455161355
ILMN_1917143	6.457639307
ILMN_1660806	7.219658564
ILMN_1786559	6.654296499
ILMN_1727748	6.532336413
ILMN_1791597	6.628698287
ILMN_1825265	6.422012608
ILMN_2403542	6.35719967
ILMN_1819304	6.608562467
ILMN_1660927	6.890026734
ILMN_1658396	6.444110167
ILMN_1869915	6.377944241
ILMN_1733758	6.472800317
ILMN_1703475	6.503438948
ILMN_1733851	6.705117609
ILMN_1868418	6.243571038
ILMN_1784596	6.549626588
ILMN_1677747	6.934471416
ILMN_1883159	6.302772092
ILMN_1822775	6.577560447
ILMN_1717757	6.147294259
ILMN_1680740	6.612291781
ILMN_1889624	6.731983572
ILMN_1914657	6.29826158
ILMN_1678398	6.655537737
ILMN_1833458	6.399403153
ILMN_1784870	6.534226569
ILMN_1777096	9.696062546
ILMN_1713985	8.661685679
ILMN_1835237	6.409422997
ILMN_1752559	7.432471756
ILMN_1809027	10.40383395
ILMN_1666932	6.812726717
ILMN_2202930	6.509642951
ILMN_1767142	7.459465645
ILMN_1741628	6.90355802
ILMN_1690282	7.069093173
ILMN_2407811	7.827371918
ILMN_1774733	6.90693229
ILMN_2096467	6.408866058
ILMN_1764549	10.16714988
ILMN_1833630	6.541794537
ILMN_1665092	6.581612289
ILMN_2224569	6.413033076
ILMN_1750100	7.256642016
ILMN_1792747	6.473112338
ILMN_1684959	6.830411173
ILMN_1720928	6.090594404
ILMN_1714718	6.282050905
ILMN_1716517	6.472064974
ILMN_1670188	6.238508371
ILMN_1851914	6.671286496
ILMN_1815190	9.053482018
ILMN_1778377	6.446707448
ILMN_1896447	6.500583141
ILMN_1687986	6.539414979
ILMN_1865540	6.388741536
ILMN_1877911	6.484478531
ILMN_1752520	10.63663843
ILMN_1717765	7.292424685
ILMN_1803197	8.980797962
ILMN_1862399	6.445973067
ILMN_1672661	6.549367926
ILMN_1696056	6.567466613
ILMN_2189870	7.503330838
ILMN_1827283	6.34911674
ILMN_1872769	6.286029512
ILMN_1734076	6.410172162
ILMN_1790036	6.308469205
ILMN_1824589	6.388958556
ILMN_1770927	7.529079294
ILMN_2151488	7.621017653
ILMN_1752481	6.514466591
ILMN_1708095	9.854066844
ILMN_1792383	7.276515402
ILMN_1655482	7.147859749
ILMN_2322597	6.734560269
ILMN_1797191	6.53403819
ILMN_1734766	6.663206571
ILMN_1893111	6.384185326
ILMN_1877646	6.697287523
ILMN_1814526	7.218132233
ILMN_1903822	6.438610841
ILMN_1810915	6.887047053
ILMN_2279377	6.437534371
ILMN_1675697	6.598869849
ILMN_1814856	7.94838182
ILMN_2356441	6.701708068
ILMN_1748890	6.845517769
ILMN_1809086	8.91639949
ILMN_1670542	8.895264234
ILMN_1800889	9.177680593
ILMN_1675162	6.506920825
ILMN_1684192	6.293474658
ILMN_2195385	6.378199373
ILMN_1795876	11.34244279
ILMN_1915913	6.440529985
ILMN_1688390	6.905445465
ILMN_1720243	6.397493151
ILMN_1718477	6.474812587
ILMN_1830602	6.587237108
ILMN_1657495	10.53257078
ILMN_1680480	6.609977891
ILMN_1768311	12.97247136
ILMN_2361575	6.482278717
ILMN_1666967	7.595680774
ILMN_2054145	6.622658331
ILMN_1799548	6.484465313
ILMN_1788547	7.717214795
ILMN_2047480	6.900906241
ILMN_1758705	6.347006513
ILMN_1847602	6.52600117
ILMN_2078466	6.780402606
ILMN_1698753	6.69328454
ILMN_1878670	6.398806227
ILMN_1789558	7.420220841
ILMN_1876729	6.493516197
ILMN_1787815	10.6539443
ILMN_1756852	6.616737906
ILMN_1851891	6.353378866
ILMN_1659082	7.601820551
ILMN_1822542	6.397439941
ILMN_1737164	7.871594743
ILMN_1699537	6.216396706
ILMN_1687928	6.52162355
ILMN_1810191	8.136210468
ILMN_1804223	6.184974924
ILMN_1725612	8.340754366
ILMN_1830153	6.421957931
ILMN_1771488	6.578265286
ILMN_1887413	6.789072437
ILMN_1750482	6.430342477
ILMN_1671542	6.457647781
ILMN_1905067	6.489836453
ILMN_1813025	6.408627863
ILMN_1749915	6.77922573
ILMN_1663489	9.111351296
ILMN_1812489	8.25491233
ILMN_1745817	6.525776062
ILMN_1706028	6.522558606
ILMN_1877817	6.609119073
ILMN_1667529	6.45122406
ILMN_2285603	6.336852995
ILMN_1721102	6.798109465
ILMN_1667371	6.69963079
ILMN_1899351	6.544189052
ILMN_1763640	9.034037675
ILMN_2293992	6.868007625
ILMN_1693788	6.662169952
ILMN_1728199	9.86038289
ILMN_1756289	6.346779248
ILMN_1719616	6.976099996
ILMN_1714083	7.420984867
ILMN_2367638	6.325926498
ILMN_1697160	7.294339304
ILMN_1745471	10.83034097
ILMN_1665736	8.493574151
ILMN_1706374	6.577371442
ILMN_1880885	6.540974891
ILMN_1738418	6.653246514
ILMN_1801778	6.491526081
ILMN_1755489	6.711513034
ILMN_2218401	6.391838369
ILMN_1795718	6.549162008
ILMN_1731175	6.335670721
ILMN_1863196	6.63233755
ILMN_1706506	6.15572099
ILMN_1801158	6.78818804
ILMN_2392352	9.272548909
ILMN_2317524	6.775974562
ILMN_1778709	6.467556192
ILMN_1903783	6.381947082
ILMN_1737242	6.673691919
ILMN_1734346	6.529323684
ILMN_1777453	6.941712993
ILMN_1672024	6.932358342
ILMN_1877404	6.27338846
ILMN_1742901	6.287784722
ILMN_1870783	6.502382978
ILMN_1670282	6.436361113
ILMN_1815442	6.391090538
ILMN_1827049	6.744766541
ILMN_1724497	8.44461845
ILMN_1771264	6.879059805
ILMN_2185845	10.02643112
ILMN_1683345	6.368706634
ILMN_1669820	6.483583313
ILMN_1727173	6.2132445
ILMN_1810752	6.282262586
ILMN_1725014	6.386872215
ILMN_1668484	7.780082567
ILMN_1768139	6.875885267
ILMN_1658758	6.733350057
ILMN_1783469	7.659456021
ILMN_1688090	6.336932091
ILMN_1654890	6.820306081
ILMN_1707695	9.291067752
ILMN_1740512	9.209617061
ILMN_2408885	6.680309973
ILMN_1701911	6.419313857
ILMN_1687275	8.26360191
ILMN_1884849	6.218149053
ILMN_1695035	6.324237331
ILMN_1904353	6.440247376
ILMN_1801146	6.455254539
ILMN_1841108	6.276904781
ILMN_1776879	6.598088089
ILMN_1751243	6.748610263
ILMN_1692188	6.393251164
ILMN_1669252	9.751347865
ILMN_1774828	10.19183472
ILMN_1780942	6.322418289
ILMN_1789424	6.248365957
ILMN_1773763	9.688580646
ILMN_1878282	6.750532314
ILMN_1791106	8.336513323
ILMN_1804117	8.903514161
ILMN_1703330	9.972751458
ILMN_1841816	6.091150507
ILMN_1747132	6.411603018
ILMN_1894313	6.463348539
ILMN_1785197	6.198300258
ILMN_2183261	6.569901331
ILMN_1710644	6.623483275
ILMN_2289533	6.531880678
ILMN_1842797	6.381525521
ILMN_2367694	6.252148887
ILMN_1699085	6.318496675
ILMN_1793146	6.895269131
ILMN_1803454	6.305743733
ILMN_1679666	6.45289748
ILMN_1882185	6.287287407
ILMN_1807277	7.318826088
ILMN_1655382	6.76713288
ILMN_1664644	8.126326424
ILMN_1743111	6.343765267
ILMN_1905938	6.589564527
ILMN_1755721	6.365829999
ILMN_2413816	6.603677567
ILMN_2378708	8.338002597
ILMN_1741352	6.455509614
ILMN_2341132	6.302355635
ILMN_1891948	6.514352996
ILMN_2049900	6.356850549
ILMN_2290444	6.177581181
ILMN_1747874	6.57907323
ILMN_1886747	6.667668442
ILMN_2095660	8.647546166
ILMN_1772998	6.53380612
ILMN_1708391	6.449132242
ILMN_1845062	6.191000814
ILMN_1674386	12.20456567
ILMN_1692281	6.511012734
ILMN_1866260	6.173615196
ILMN_1682588	6.505385139
ILMN_1681101	6.196008678
ILMN_2179717	6.332164725
ILMN_1766916	8.398969387
ILMN_1840036	6.637845771
ILMN_2318430	7.501179056
ILMN_1825449	6.623073648
ILMN_1661359	6.336271699
ILMN_1907649	6.294822709
ILMN_1910319	6.684195328
ILMN_1805241	6.285933861
ILMN_1702807	6.277808039
ILMN_1838942	7.583850041
ILMN_2352917	6.66874036
ILMN_1655876	7.951636115
ILMN_1699057	6.361572602
ILMN_2091113	6.439961002
ILMN_1840711	6.63515677
ILMN_1764577	7.688878062
ILMN_2364700	7.242284877
ILMN_1805636	8.236385534
ILMN_1683026	11.85338612
ILMN_1808485	6.324682631
ILMN_1753607	7.940890524
ILMN_1742026	6.28552243
ILMN_1846532	6.424617715
ILMN_1658695	6.726686405
ILMN_1875616	6.473350215
ILMN_1680082	6.759995369
ILMN_1657451	7.024597155
ILMN_1750893	6.449046387
ILMN_1660552	6.577053511
ILMN_1661687	6.363452412
ILMN_1660817	6.346991564
ILMN_1725808	6.320420916
ILMN_1900162	6.624738659
ILMN_1767351	6.137911985
ILMN_2095653	6.437709306
ILMN_1703720	11.68419338
ILMN_1798659	9.684017222
ILMN_1653355	6.776954418
ILMN_1833518	6.623106257
ILMN_1831812	6.340678775
ILMN_1873412	6.777109267
ILMN_1865183	6.629254236
ILMN_1827186	6.821960613
ILMN_1789383	6.64916369
ILMN_1764500	7.371018539
ILMN_2193214	7.156960572
ILMN_1753411	6.837183251
ILMN_1826521	6.858177142
ILMN_2270100	6.814012505
ILMN_2251452	6.381548958
ILMN_1682264	10.2953837
ILMN_2233401	6.479484889
ILMN_1655422	8.304214946
ILMN_1890200	6.516215356
ILMN_1857947	6.735929249
ILMN_1750368	6.66637599
ILMN_1688104	6.579165136
ILMN_1900950	6.487416731
ILMN_1686553	7.010860561
ILMN_1686274	6.590353001
ILMN_1889144	6.701005649
ILMN_2215370	6.297565419
ILMN_1899392	6.652029158
ILMN_1718133	6.592792893
ILMN_1716407	6.896958634
ILMN_1858048	6.436083649
ILMN_1661500	8.308443221
ILMN_1772918	6.609369526
ILMN_1715908	9.52317076
ILMN_1736112	8.74935722
ILMN_1860117	6.530374092
ILMN_1907861	6.770982006
ILMN_1702797	6.457523435
ILMN_1867397	6.18686574
ILMN_1663948	6.483075804
ILMN_1916292	7.282709596
ILMN_1719660	6.935130715
ILMN_2122081	6.429885216
ILMN_1846054	6.49290463
ILMN_1762400	6.432002881
ILMN_1738757	6.62521227
ILMN_1725425	6.240717656
ILMN_1851729	6.523613114
ILMN_1899886	6.626653653
ILMN_1887367	6.42027038
ILMN_1881005	6.472301653
ILMN_1687558	6.321302356
ILMN_2366795	6.523744995
ILMN_1827847	6.468042584
ILMN_2198859	6.233818105
ILMN_1666777	6.581945086
ILMN_1866788	6.624488265
ILMN_1850685	6.64920577
ILMN_2149815	6.501764112
ILMN_1710558	6.588054698
ILMN_1824190	6.490700998
ILMN_1703314	9.389674448
ILMN_1694596	7.203402994
ILMN_1652081	6.591980387
ILMN_1698159	6.849490657
ILMN_1692602	6.554245959
ILMN_1680892	6.418559611
ILMN_1872419	9.530934886
ILMN_1740644	6.691932534
ILMN_2103003	6.421971136
ILMN_2126038	6.150092828
ILMN_1656051	6.090427256
ILMN_1847691	6.3282465
ILMN_1874286	6.552775859
ILMN_1757237	9.237190564
ILMN_1707503	9.664099243
ILMN_1866887	8.009521058
ILMN_1651286	6.238960709
ILMN_1822180	6.59559373
ILMN_1893236	6.554975382
ILMN_1905244	6.372686255
ILMN_1743427	6.953820802
ILMN_2075818	10.53513724
ILMN_1894480	6.540402787
ILMN_1869081	6.257080722
ILMN_1659777	8.535973253
ILMN_1880258	6.512542868
ILMN_1729915	6.393654805
ILMN_1671600	6.577150722
ILMN_1775327	9.140387369
ILMN_1877738	6.895000113
ILMN_1908918	6.423050839
ILMN_1669663	6.532131444
ILMN_1896149	6.741740715
ILMN_1878800	6.689846659
ILMN_1876539	6.187391825
ILMN_1896474	6.728972503
ILMN_1656746	6.386750533
ILMN_1780861	9.737632136
ILMN_1859544	6.399255382
ILMN_1908872	6.651617098
ILMN_1902000	6.557547698
ILMN_1894630	6.567574039
ILMN_1654875	6.421924146
ILMN_1821759	6.511642917
ILMN_1750271	6.200366096
ILMN_1782204	6.185759934
ILMN_2366998	6.471391424
ILMN_1874126	6.258292383
ILMN_1662569	6.359096033
ILMN_1886254	6.510222517
ILMN_1726591	7.47740249
ILMN_1799099	6.272248477
ILMN_1912083	7.501388895
ILMN_1872400	6.45124806
ILMN_1685109	6.587021704
ILMN_1798875	6.59295655
ILMN_1772925	6.499617496
ILMN_1809304	6.276272991
ILMN_1763828	7.753118143
ILMN_1695900	6.304313018
ILMN_1718265	7.737112796
ILMN_1903809	6.687661867
ILMN_1693077	6.532503324
ILMN_1865056	6.631282788
ILMN_1815933	7.511679226
ILMN_1780365	6.486820992
ILMN_2090567	6.57155003
ILMN_1767573	6.505455575
ILMN_1687331	6.341903799
ILMN_1669931	7.957778113
ILMN_1681898	6.511586347
ILMN_2346358	6.560387966
ILMN_1699384	6.464836185
ILMN_1713752	6.275282612
ILMN_1751561	7.108528386
ILMN_1739483	6.733879841
ILMN_1828919	6.601646803
ILMN_1779828	7.040818507
ILMN_2111065	6.420014043
ILMN_1756908	6.532525537
ILMN_1814256	6.633205525
ILMN_2412571	7.237178432
ILMN_1670305	8.286402812
ILMN_1724489	10.3320314
ILMN_1874602	6.556478138
ILMN_1742276	7.354355088
ILMN_1733116	6.490823775
ILMN_1770005	6.454483622
ILMN_1810937	6.467512521
ILMN_1797596	6.472280292
ILMN_1898771	6.458750348
ILMN_1759369	6.536540952
ILMN_1668531	6.476196613
ILMN_1719343	7.225636922
ILMN_2185675	6.32917485
ILMN_2277121	6.385823788
ILMN_2048982	7.913723484
ILMN_1866706	6.869926937
ILMN_1828353	6.265560785
ILMN_1718316	6.417966656
ILMN_1772261	10.99550303
ILMN_2112673	6.438573034
ILMN_1915094	6.589364506
ILMN_1809496	8.047405994
ILMN_1829307	6.356633245
ILMN_1671058	6.364861975
ILMN_1695991	6.77228233
ILMN_1833795	6.424183296
ILMN_1666089	6.475425285
ILMN_1826404	6.349954436
ILMN_1870140	6.406000924
ILMN_2176592	6.594956351
ILMN_1716857	6.5114922
ILMN_2184789	9.413529557
ILMN_1911457	6.628487035
ILMN_1674560	7.703905533
ILMN_2297662	6.365570048
ILMN_2203463	8.218892143
ILMN_1725889	6.241505244
ILMN_1803611	7.422047128
ILMN_2145501	6.323711017
ILMN_1723227	6.632648627
ILMN_1726893	6.132005894
ILMN_1763479	6.370129379
ILMN_2234526	6.428252269
ILMN_1768637	6.443792482
ILMN_1796511	6.536860445
ILMN_1667589	6.721912546
ILMN_1734496	6.24973265
ILMN_1686392	8.142594973
ILMN_1842091	6.475659245
ILMN_1659270	6.281962441
ILMN_1684054	6.379244569
ILMN_1796165	11.86888297
ILMN_1739872	6.195137821
ILMN_2401770	6.415862983
ILMN_1833572	6.363723923
ILMN_1764936	6.679404447
ILMN_2297352	6.421790421
ILMN_1760120	6.623503726
ILMN_1691291	7.942544744
ILMN_1817198	6.302695713
ILMN_1778236	11.02007326
ILMN_1712943	6.189513771
ILMN_1731313	6.252311216
ILMN_1884886	6.63298322
ILMN_1672393	6.97781322
ILMN_1690576	6.234660227
ILMN_1896370	6.491266671
ILMN_1656082	14.46351357
ILMN_1850501	6.732507822
ILMN_1822823	6.462306621
ILMN_1704332	6.721635847
ILMN_1655161	6.053918294
ILMN_1672559	6.230396917
ILMN_1701461	6.394761789
ILMN_2143383	6.275352258
ILMN_1818401	6.607021355
ILMN_1896139	6.663322187
ILMN_1665535	6.633087655
ILMN_1734640	6.507213903
ILMN_2129563	6.32700104
ILMN_1679044	7.152110083
ILMN_1916108	6.383448223
ILMN_1846567	6.741228908
ILMN_1705656	6.59496889
ILMN_1707283	6.700229961
ILMN_1728048	7.096390693
ILMN_1746646	6.397238712
ILMN_2178186	6.620364252
ILMN_1747589	6.275189141
ILMN_1798636	6.480173452
ILMN_2045720	6.172553484
ILMN_1700967	7.962480819
ILMN_1821997	6.569084649
ILMN_1726723	6.607489268
ILMN_1752012	6.275331764
ILMN_1847778	6.458773586
ILMN_1785930	6.648975859
ILMN_2198912	6.710709063
ILMN_1827030	6.664437398
ILMN_1898004	6.495789136
ILMN_2190676	6.511767783
ILMN_1810474	12.16411347
ILMN_1708223	6.786518846
ILMN_1687824	8.622836192
ILMN_1733311	8.087481215
ILMN_1748450	6.658674236
ILMN_1740528	6.418668596
ILMN_1746378	8.088093778
ILMN_1878733	6.421477594
ILMN_2061043	6.357666378
ILMN_1694220	6.433308641
ILMN_1681569	6.544784592
ILMN_1902658	8.150513205
ILMN_1695864	6.543300008
ILMN_1893167	6.694922347
ILMN_1655893	6.209321381
ILMN_1747962	6.585728394
ILMN_2216438	6.595697182
ILMN_1873766	6.598461068
ILMN_1731113	8.849894782
ILMN_1703946	8.481270972
ILMN_1684401	6.372622208
ILMN_1794349	7.149991838
ILMN_1685824	9.83340213
ILMN_1709112	6.059497022
ILMN_1859905	6.82374459
ILMN_1793954	6.370409323
ILMN_1741518	6.55645088
ILMN_1907597	6.517614337
ILMN_2151368	7.907142408
ILMN_1883580	6.597798567
ILMN_1656577	6.448636501
ILMN_2346831	7.120194454
ILMN_1663664	10.29018417
ILMN_1829737	6.551150973
ILMN_1694731	13.06868626
ILMN_1658425	9.327503687
ILMN_1827277	7.101527983
ILMN_2107184	8.55471703
ILMN_1810025	6.241992541
ILMN_2285713	8.444222871
ILMN_2166524	6.965016162
ILMN_1752099	6.285137595
ILMN_1752728	9.443326615
ILMN_1697118	7.274578043
ILMN_1881348	6.638567916
ILMN_1891787	6.38342281
ILMN_2411915	8.186597763
ILMN_1804350	6.621090032
ILMN_1676318	6.44788538
ILMN_1873893	6.555138127
ILMN_1664833	7.961974103
ILMN_1697088	7.191321885
ILMN_1700978	6.670651243
ILMN_1805127	6.348489419
ILMN_1816704	6.420410914
ILMN_1898071	6.41764606
ILMN_2365410	6.410400217
ILMN_1873544	6.389440295
ILMN_1689699	6.720405245
ILMN_2184556	6.529732008
ILMN_2134224	8.277050188
ILMN_1733970	6.35531141
ILMN_1678726	6.259084212
ILMN_1778333	7.112145956
ILMN_1678812	6.442849834
ILMN_1708903	6.306477143
ILMN_1787169	6.531834093
ILMN_1712577	7.963569412
ILMN_2174275	6.4977162
ILMN_1700606	6.730806935
ILMN_1710668	7.561028446
ILMN_1870392	6.525019006
ILMN_1708164	7.642213489
ILMN_1915949	6.553464592
ILMN_1805486	6.50423048
ILMN_1735822	7.12148708
ILMN_2277492	6.344151267
ILMN_1857124	6.256838425
ILMN_1681293	6.69314399
ILMN_1773925	6.462295489
ILMN_1733930	8.459937508
ILMN_1882573	6.736585007
ILMN_1724544	9.610797607
ILMN_1738767	8.243364799
ILMN_1766657	12.01159823
ILMN_1689131	6.29581402
ILMN_1744383	6.278823795
ILMN_1712027	7.179153745
ILMN_1662556	6.655232888
ILMN_1656655	6.551404307
ILMN_1903347	6.709357681
ILMN_1773017	6.895983723
ILMN_1898845	6.360776037
ILMN_1790832	6.399777083
ILMN_1721849	7.275256972
ILMN_1762810	6.238322907
ILMN_1909191	6.653181927
ILMN_1696488	6.421340499
ILMN_2135709	6.323250212
ILMN_1752247	7.09348257
ILMN_1703415	6.626899643
ILMN_1731073	6.280084304
ILMN_1779195	6.559247098
ILMN_1824112	6.831741089
ILMN_2265985	6.219190423
ILMN_1772976	6.165777136
ILMN_1900275	6.620634421
ILMN_1682288	8.195883643
ILMN_1710735	6.459975653
ILMN_1902872	6.675551629
ILMN_1689578	7.035341413
ILMN_1743031	6.731427882
ILMN_1887458	6.611114868
ILMN_1760525	6.485856075
ILMN_1793049	6.464376105
ILMN_1750307	6.499473183
ILMN_2330994	7.572860683
ILMN_1905664	6.499800355
ILMN_1705484	6.60355903
ILMN_1652680	6.401848479
ILMN_1896061	6.539606608
ILMN_1729635	6.3255162
ILMN_1851293	6.334714872
ILMN_1675437	6.433767198
ILMN_1823173	6.187019862
ILMN_1859576	6.392746634
ILMN_1764709	6.447324363
ILMN_1756989	6.521893564
ILMN_1658537	6.489470774
ILMN_1709722	6.680181557
ILMN_1806634	8.547680922
ILMN_1724066	6.573458994
ILMN_1881413	6.507072728
ILMN_1702056	6.428986799
ILMN_1806778	9.926202722
ILMN_1690314	6.418591723
ILMN_1859744	6.283215875
ILMN_2107068	6.433642475
ILMN_1723732	6.625123593
ILMN_2164290	6.634207152
ILMN_1794875	7.54962466
ILMN_1670752	10.2200225
ILMN_1749989	6.341125497
ILMN_2310019	6.982213712
ILMN_1826054	6.469845845
ILMN_1879150	6.67014223
ILMN_1826730	6.530856189
ILMN_1735479	6.40523454
ILMN_1661399	6.631591173
ILMN_1818527	6.578330596
ILMN_1752914	6.243104739
ILMN_1668000	6.296681569
ILMN_1735679	8.265033502
ILMN_1832477	6.604846063
ILMN_1694535	6.402835084
ILMN_2083243	7.06148355
ILMN_1800101	6.284616808
ILMN_1754476	6.466960692
ILMN_1791314	6.607961939
ILMN_1676992	6.428207066
ILMN_2358541	6.85343185
ILMN_2146766	6.353111444
ILMN_1658909	6.638092225
ILMN_1813846	9.377645995
ILMN_1832879	9.272927997
ILMN_1656342	6.490769938
ILMN_1811327	10.40734804
ILMN_1763916	6.48124594
ILMN_1847461	6.684831108
ILMN_1711678	6.534409625
ILMN_2403911	6.680544155
ILMN_1685759	6.620662888
ILMN_1693352	8.330112298
ILMN_1755835	6.586831161
ILMN_1802573	6.403167128
ILMN_1672091	6.709648116
ILMN_1784267	6.627806644
ILMN_1856649	6.526249127
ILMN_2199439	6.916295602
ILMN_1780991	6.344833323
ILMN_1888357	6.599652483
ILMN_1667195	6.543941164
ILMN_1662103	6.5196991
ILMN_1791580	6.418613139
ILMN_1857775	6.77063672
ILMN_1660151	6.472478911
ILMN_1751551	6.649397525
ILMN_1902571	6.711584041
ILMN_1787648	8.561331411
ILMN_1651609	6.396401945
ILMN_1895451	6.302011625
ILMN_1802389	6.334153845
ILMN_1735693	6.236086826
ILMN_1666268	6.774931668
ILMN_1877421	6.606125131
ILMN_1696692	6.752253654
ILMN_2133784	7.699194013
ILMN_1720192	6.226067938
ILMN_1915414	6.570691378
ILMN_1799189	6.762666792
ILMN_2197750	6.432563354
ILMN_1805051	6.493910946
ILMN_1705871	9.090660105
ILMN_1697301	6.44598085
ILMN_1788391	6.591609043
ILMN_1675085	7.154978978
ILMN_1804945	6.83307585
ILMN_1897557	6.738372848
ILMN_1657440	6.56806525
ILMN_2050654	7.087987448
ILMN_1705515	8.602928529
ILMN_1669927	6.365852671
ILMN_1676629	8.726322451
ILMN_1885006	6.877460843
ILMN_1663538	7.05905197
ILMN_1866529	6.311846554
ILMN_1864685	6.645532536
ILMN_1700985	6.341354996
ILMN_2262044	8.698675011
ILMN_1878782	6.288319545
ILMN_1842420	6.529877653
ILMN_1768365	6.512931378
ILMN_2394421	6.333486849
ILMN_1886977	6.660010754
ILMN_1822193	6.389707983
ILMN_1791721	6.636037982
ILMN_2287958	6.471399887
ILMN_1894530	6.427248449
ILMN_1656670	7.592922004
ILMN_2061537	6.395104781
ILMN_1680714	6.94655256
ILMN_1681812	8.439138079
ILMN_1695601	6.916886987
ILMN_1779061	6.51627554
ILMN_1869088	6.567207406
ILMN_1855760	6.495695643
ILMN_1724709	6.433364849
ILMN_1808979	6.117365484
ILMN_1897725	6.475720138
ILMN_1859493	6.636256959
ILMN_1867234	6.727008789
ILMN_1795852	7.602734797
ILMN_1846537	6.865375153
ILMN_1828042	6.766485696
ILMN_1651499	6.499556664
ILMN_1853083	6.32659218
ILMN_1811277	6.301560107
ILMN_2396292	6.682069255
ILMN_1723542	6.786957844
ILMN_1676649	6.236884428
ILMN_1704760	6.391500294
ILMN_2214955	8.83677338
ILMN_2088437	6.615383248
ILMN_1769520	12.26639595
ILMN_1764650	6.469788323
ILMN_1785474	6.307565892
ILMN_2227968	8.999295213
ILMN_1680248	6.452025384
ILMN_1706734	9.478231846
ILMN_1849895	6.549433565
ILMN_1677484	10.88448079
ILMN_1760088	6.278840028
ILMN_2297864	7.159281028
ILMN_1808748	7.036386599
ILMN_1676842	9.236731154
ILMN_2402558	6.083399013
ILMN_2310296	8.446598175
ILMN_1712137	6.601283071
ILMN_2202948	9.499030818
ILMN_1709131	7.17488927
ILMN_1898394	6.727662896
ILMN_1740430	8.922372485
ILMN_1718488	6.665862164
ILMN_1877114	6.592409234
ILMN_1912192	6.435201158
ILMN_1728085	6.533477884
ILMN_1732000	6.515134163
ILMN_1762993	7.545943292
ILMN_1903049	6.698859121
ILMN_2173611	9.007678201
ILMN_1774784	7.232726934
ILMN_1800659	8.541390585
ILMN_1727230	6.653675766
ILMN_2244108	6.583512397
ILMN_1884132	6.687025421
ILMN_1748141	6.981219064
ILMN_2187746	6.294527739
ILMN_1757732	8.022624418
ILMN_1740923	6.494757537
ILMN_1876308	6.740263221
ILMN_1682224	6.576284597
ILMN_1655162	6.506700397
ILMN_1711452	6.705049643
ILMN_1810528	6.332644794
ILMN_1664453	6.471876911
ILMN_1899850	6.609898743
ILMN_1899037	6.50766553
ILMN_1907451	6.785020661
ILMN_1774661	13.56484651
ILMN_1742054	6.455945902
ILMN_1669566	6.410489016
ILMN_1783682	6.649863451
ILMN_1801962	6.433176515
ILMN_1651347	9.891537744
ILMN_1780769	12.93674329
ILMN_1690783	6.466357443
ILMN_1718013	8.268791604
ILMN_2129910	6.42870857
ILMN_1861089	6.570731572
ILMN_1802603	10.27816958
ILMN_2285280	6.25246262
ILMN_2215730	6.124611401
ILMN_1728236	6.637095805
ILMN_2404657	6.248759471
ILMN_1825822	6.605995951
ILMN_1754528	6.86629334
ILMN_1733276	6.391885192
ILMN_1762407	8.333158754
ILMN_1761858	7.883490256
ILMN_1782295	6.551394906
ILMN_1907716	6.57851533
ILMN_1771043	6.862402766
ILMN_1791766	6.652600937
ILMN_1819251	6.707703643
ILMN_1761072	6.413586124
ILMN_1817983	6.730209779
ILMN_2394161	6.54334664
ILMN_2077008	7.213681139
ILMN_1880113	6.870330586
ILMN_1665417	6.581782879
ILMN_1699767	7.624068049
ILMN_1694589	7.148853372
ILMN_1830425	6.725535298
ILMN_1666820	6.405979343
ILMN_1898109	6.562937037
ILMN_1687865	6.403709286
ILMN_1797735	6.755528346
ILMN_1882569	6.724715882
ILMN_1803995	7.744681557
ILMN_1844083	6.54999376
ILMN_1703222	6.437792842
ILMN_1767839	6.761784506
ILMN_1857295	6.703971104
ILMN_1728934	12.30412834
ILMN_1651641	6.720625558
ILMN_1856110	6.836073548
ILMN_1739855	6.577531295
ILMN_1786597	6.605361644
ILMN_1737184	11.65582655
ILMN_1784651	7.153301676
ILMN_1830833	6.767532582
ILMN_1812805	6.722110565
ILMN_1811775	8.134659031
ILMN_2082903	6.611846287
ILMN_2208491	6.414998371
ILMN_1712836	6.460492249
ILMN_1875248	6.062848206
ILMN_2397178	6.463122018
ILMN_2398627	6.889680554
