Reporter Identifier	VALUE
ILMN_1661303	6.164803351
ILMN_1705080	6.410475592
ILMN_1707368	6.609000846
ILMN_1889375	6.547279325
ILMN_1692116	6.548526846
ILMN_1708570	6.468521896
ILMN_2264788	6.444710616
ILMN_1826557	6.347829337
ILMN_1730454	6.387233974
ILMN_1687213	7.876442797
ILMN_1788387	8.467915206
ILMN_1761969	9.073144476
ILMN_1871734	6.40318913
ILMN_1895092	6.520042029
ILMN_1765017	6.677176695
ILMN_2102670	8.234148517
ILMN_1688094	6.219642867
ILMN_1730546	6.87570759
ILMN_1678828	6.300649052
ILMN_1912387	6.487204928
ILMN_2350301	6.602528349
ILMN_2242299	6.384211256
ILMN_1817834	6.565087315
ILMN_1895742	6.527130332
ILMN_1818912	6.520694798
ILMN_1689665	11.21739109
ILMN_1824192	7.013875529
ILMN_1761023	6.27722239
ILMN_1891603	6.284424736
ILMN_1683250	7.863619701
ILMN_1818935	6.638334258
ILMN_1846282	6.330207836
ILMN_1719093	6.381413924
ILMN_1772651	9.291439642
ILMN_1673337	6.810563932
ILMN_1820251	6.644405164
ILMN_1687792	6.762131626
ILMN_2333670	6.408790024
ILMN_1880149	6.260297173
ILMN_1670957	6.347395875
ILMN_1911481	6.518728102
ILMN_1767643	6.714025074
ILMN_1870795	6.32165004
ILMN_1916497	6.515564354
ILMN_1756721	6.721256644
ILMN_1688838	6.291184911
ILMN_1691862	6.604181333
ILMN_1699309	6.202610108
ILMN_1726842	7.665201556
ILMN_1736002	11.46898881
ILMN_1810116	7.014113917
ILMN_1661301	6.701272434
ILMN_1769071	6.188521269
ILMN_2381559	6.305577609
ILMN_1701392	6.46749126
ILMN_1880428	6.584423953
ILMN_1653200	9.352202234
ILMN_1718832	6.205257547
ILMN_1668914	6.622352134
ILMN_1909784	6.633976506
ILMN_1887039	6.218930165
ILMN_1805609	6.289516544
ILMN_1826856	6.495138842
ILMN_1673376	7.004664307
ILMN_1782800	6.514825854
ILMN_1682319	6.456666239
ILMN_1791949	7.667489928
ILMN_1652660	6.629976959
ILMN_1708152	6.526216118
ILMN_1780671	8.538777168
ILMN_1812139	6.208992224
ILMN_1739622	6.504029436
ILMN_1740622	6.395446465
ILMN_1797408	6.551385757
ILMN_2231546	6.213990124
ILMN_1678504	9.970984705
ILMN_1679460	7.487887735
ILMN_1672356	8.232716947
ILMN_1686283	6.427009231
ILMN_1665040	6.890562567
ILMN_1783156	8.789510279
ILMN_1879582	6.582244346
ILMN_1767433	7.169041741
ILMN_1751195	9.105074481
ILMN_1655755	6.612241399
ILMN_2069593	7.992816616
ILMN_1769207	6.653734191
ILMN_1726967	7.777862769
ILMN_1696622	6.747589793
ILMN_1804752	6.70553323
ILMN_2182348	6.697529219
ILMN_1686628	6.548114919
ILMN_1816629	6.464624104
ILMN_1810235	7.605313515
ILMN_1831441	6.286495148
ILMN_1882114	6.710796301
ILMN_2383774	7.75540008
ILMN_1697733	6.580686745
ILMN_1685855	6.9181791
ILMN_1653650	6.61687499
ILMN_1875027	6.358996245
ILMN_2092077	6.327577505
ILMN_1713107	6.612532061
ILMN_1678484	6.634172631
ILMN_1660999	6.692136417
ILMN_2414962	6.310824179
ILMN_1768363	8.39951024
ILMN_1844811	6.649080566
ILMN_1877250	6.479097614
ILMN_1853264	6.582489708
ILMN_1800465	7.219104338
ILMN_2390457	6.542685985
ILMN_1758915	9.691740968
ILMN_1695430	7.413936449
ILMN_1732555	6.372259991
ILMN_2223350	7.366433617
ILMN_1832951	6.330430112
ILMN_1814296	6.63822299
ILMN_1830827	6.519464374
ILMN_1819102	6.515913429
ILMN_1749289	6.423678127
ILMN_1660007	6.391072423
ILMN_1812001	6.636245385
ILMN_1722804	6.489038842
ILMN_1815652	6.621979723
ILMN_1857466	6.457599195
ILMN_1668771	6.671914025
ILMN_1735804	6.626213086
ILMN_1770725	8.625906448
ILMN_1799471	6.252998416
ILMN_1666510	6.708264069
ILMN_1706213	6.82601424
ILMN_1708905	6.751984202
ILMN_1909881	6.530234171
ILMN_1901952	6.503289647
ILMN_1781039	6.596969404
ILMN_1821887	7.418174199
ILMN_1914728	6.478041503
ILMN_1691413	6.523717574
ILMN_2376455	6.499433086
ILMN_1778308	6.413885978
ILMN_1822880	6.488781478
ILMN_1773716	7.915632338
ILMN_1897218	6.600246937
ILMN_1829933	6.704176261
ILMN_1759550	6.702612162
ILMN_1741712	6.168201985
ILMN_1739792	9.279907471
ILMN_1904622	6.379677922
ILMN_1660741	6.423487061
ILMN_2348905	6.293941158
ILMN_1684258	14.81759351
ILMN_1787180	6.578725041
ILMN_1729650	7.111259641
ILMN_2279873	7.369961484
ILMN_1862170	6.558885538
ILMN_1843721	6.758251882
ILMN_1782560	6.231202202
ILMN_2366473	6.491699672
ILMN_2168217	6.33444403
ILMN_1836785	6.397951067
ILMN_1786473	6.662706894
ILMN_2380779	6.268316771
ILMN_1668291	6.794642635
ILMN_1729832	6.498501204
ILMN_2393077	6.264613778
ILMN_1751045	6.389143993
ILMN_1807159	6.453810404
ILMN_1652160	6.43179215
ILMN_1856270	6.373946864
ILMN_1654064	6.556416391
ILMN_1882387	6.464077656
ILMN_2336393	7.07072109
ILMN_1713436	6.552659323
ILMN_1875581	6.524170603
ILMN_1733069	6.49122991
ILMN_1657996	7.349001206
ILMN_2231051	6.680134071
ILMN_1728844	6.362330494
ILMN_1860839	6.620580204
ILMN_1757785	6.390942257
ILMN_1849961	6.566275562
ILMN_1735014	10.78638977
ILMN_1808041	9.075191472
ILMN_1898825	6.696339438
ILMN_1796285	6.623763972
ILMN_1681260	6.300040893
ILMN_1706511	7.457638028
ILMN_1652242	6.606652629
ILMN_1657199	6.977376742
ILMN_1806305	6.378895652
ILMN_1869712	6.492173384
ILMN_1851776	6.685979602
ILMN_1870954	6.407768902
ILMN_1714057	6.238071053
ILMN_1792882	6.946351262
ILMN_1725297	6.234075686
ILMN_1903784	6.50869233
ILMN_1671901	6.392992555
ILMN_1742544	6.557975869
ILMN_1790045	6.361939075
ILMN_1837568	6.752481415
ILMN_1742269	6.867681134
ILMN_1696183	8.241475082
ILMN_1773567	11.73735586
ILMN_1817473	6.553437993
ILMN_2404688	9.741560806
ILMN_1703703	6.531145427
ILMN_1684040	6.602361697
ILMN_1742382	8.1406671
ILMN_1795754	6.469024787
ILMN_1664622	6.530911585
ILMN_1656684	6.228947191
ILMN_1670878	6.966622978
ILMN_2201866	6.047346062
ILMN_1674394	9.046634023
ILMN_1837618	6.744593114
ILMN_1763704	8.906332397
ILMN_1667147	6.290696171
ILMN_1862042	6.502703693
ILMN_2332713	11.58597363
ILMN_1792437	6.742427823
ILMN_1878364	6.395235863
ILMN_1652677	6.825115256
ILMN_1681871	6.53303162
ILMN_2356599	6.502790588
ILMN_1706582	6.230078767
ILMN_1768161	6.631670545
ILMN_1737935	7.212596115
ILMN_2330845	6.833334753
ILMN_1768162	6.470643334
ILMN_2376771	6.415075437
ILMN_1651660	6.326133122
ILMN_1874040	6.495248587
ILMN_1738821	9.134923109
ILMN_1659620	6.801579526
ILMN_1899760	6.650624895
ILMN_1909272	6.563170911
ILMN_1664919	6.408234269
ILMN_1786304	6.362456734
ILMN_1787931	6.448606194
ILMN_1700204	6.19584543
ILMN_1842574	6.395213412
ILMN_1653342	8.563974836
ILMN_1878588	6.637781328
ILMN_2174805	6.554278157
ILMN_1865723	6.794003313
ILMN_1670737	6.734181541
ILMN_1651705	7.530631491
ILMN_1908304	6.801785626
ILMN_1875776	6.505989881
ILMN_1816092	6.457358505
ILMN_2246510	8.703607576
ILMN_1681590	10.04311569
ILMN_1722869	6.236846265
ILMN_1660839	6.358144165
ILMN_1779639	7.067694314
ILMN_1761793	6.648081884
ILMN_1772155	6.926224312
ILMN_1882345	6.605059739
ILMN_1775822	8.240764434
ILMN_2327860	6.473890145
ILMN_1892495	6.806751807
ILMN_1829517	6.449343595
ILMN_1916877	6.535996188
ILMN_1897884	6.483113495
ILMN_2273902	6.769933222
ILMN_1764455	6.611736881
ILMN_1701515	6.543773225
ILMN_2405348	6.179854852
ILMN_1667132	6.740693352
ILMN_1806603	8.757859159
ILMN_1672658	6.47299641
ILMN_1779855	6.617922202
ILMN_1663259	6.634701566
ILMN_1682180	8.328369608
ILMN_1887950	6.002601801
ILMN_1884271	6.519028998
ILMN_1800989	6.414426195
ILMN_1765218	6.294121499
ILMN_1789044	6.515341868
ILMN_1730931	6.778745757
ILMN_1797668	6.869171385
ILMN_1652464	6.582602779
ILMN_1768050	8.08204589
ILMN_1674670	6.237058734
ILMN_1784454	6.347327683
ILMN_2322100	6.274340145
ILMN_1867382	6.40914808
ILMN_2110167	8.8388761
ILMN_1767474	6.542146364
ILMN_1671972	6.932092294
ILMN_2287082	6.412756181
ILMN_1727036	6.293511833
ILMN_1914259	6.634275589
ILMN_1748189	6.206675387
ILMN_1738251	6.649320516
ILMN_1670438	6.572640825
ILMN_1775931	6.144361267
ILMN_1681695	7.118044374
ILMN_1664955	6.842524466
ILMN_1666140	6.566456668
ILMN_1749907	6.958044576
ILMN_2379130	9.912704104
ILMN_2199362	6.49266551
ILMN_1699651	12.05982098
ILMN_1899567	6.462133423
ILMN_1778237	6.403540945
ILMN_2293067	6.386982636
ILMN_1695369	6.435758914
ILMN_1775053	6.489891998
ILMN_1863684	6.430780562
ILMN_1853280	6.522868595
ILMN_1714417	8.834912318
ILMN_1772260	6.281505573
ILMN_1743949	6.466421352
ILMN_1756502	6.321966344
ILMN_1668177	6.407443436
ILMN_1877267	6.587033414
ILMN_1663438	6.682677495
ILMN_1698621	6.533054991
ILMN_1663919	6.621776449
ILMN_2372124	6.227647883
ILMN_1848918	6.230740377
ILMN_1913053	6.635346856
ILMN_1851877	6.420154022
ILMN_1785272	6.32819888
ILMN_1814859	11.54640171
ILMN_1697967	6.498377749
ILMN_1693333	6.572098053
ILMN_1694431	6.574247815
ILMN_1852847	6.432990731
ILMN_1832762	6.364830869
ILMN_1748265	6.737667244
ILMN_1789642	7.472675976
ILMN_2341229	7.163379581
ILMN_1679532	6.377672153
ILMN_2323302	6.698630324
ILMN_1682098	10.87388506
ILMN_1778161	8.489471295
ILMN_1676247	6.861934108
ILMN_1676289	6.374726085
ILMN_1798663	6.562760921
ILMN_1673535	6.267755569
ILMN_1732807	6.649298905
ILMN_1801143	6.687863177
ILMN_1658266	6.602073535
ILMN_1705301	9.522064975
ILMN_1745049	8.084727527
ILMN_1706386	7.390808984
ILMN_1705685	7.260720566
ILMN_1775829	6.386471186
ILMN_1723535	6.679127061
ILMN_1685645	6.385084797
ILMN_1913476	6.972052549
ILMN_1856345	6.365912567
ILMN_1770269	6.490292665
ILMN_1828278	6.356363922
ILMN_1824432	6.263899737
ILMN_1849161	6.536051089
ILMN_1872761	6.479569279
ILMN_2314121	6.234905442
ILMN_1856634	7.100836605
ILMN_1683355	6.361051419
ILMN_1882003	6.139424401
ILMN_1781057	6.77966913
ILMN_2112580	6.480597112
ILMN_1791726	7.98704847
ILMN_1721325	6.836341981
ILMN_1827918	6.480387669
ILMN_1827756	6.79788652
ILMN_1788638	6.582721466
ILMN_1709377	6.648364135
ILMN_1758457	7.013755062
ILMN_1779177	7.246944391
ILMN_1807609	6.877275692
ILMN_2109343	6.411395688
ILMN_1658413	6.481722655
ILMN_2371685	6.489190084
ILMN_2162989	9.481163689
ILMN_2284810	6.51806678
ILMN_1655871	6.492853525
ILMN_1845860	6.298041594
ILMN_1878717	6.553688215
ILMN_1772787	6.361197771
ILMN_1869647	6.399209563
ILMN_2409596	6.511957168
ILMN_1901714	6.519615837
ILMN_1767657	6.478281663
ILMN_1703511	6.449726922
ILMN_1814787	6.869415647
ILMN_2345142	8.61594809
ILMN_1863142	6.561005006
ILMN_2388965	6.346045289
ILMN_1665332	6.727501117
ILMN_1706612	6.382528128
ILMN_2407564	6.563531871
ILMN_1887515	6.404045994
ILMN_1864611	6.743826887
ILMN_1730957	6.966406349
ILMN_2136495	6.697044735
ILMN_2352131	10.71455003
ILMN_1777915	8.797793716
ILMN_1795520	6.724786631
ILMN_2251375	7.929568774
ILMN_1914637	6.51263138
ILMN_1675015	6.492414988
ILMN_1695395	6.412156083
ILMN_1861100	6.646514933
ILMN_1812169	6.91186996
ILMN_1801467	7.285208318
ILMN_1812904	6.734348579
ILMN_1765500	7.207019793
ILMN_1726308	8.640024281
ILMN_1709265	6.807481585
ILMN_1696497	6.450009492
ILMN_2399363	6.546666811
ILMN_1817427	6.568680889
ILMN_1744059	9.134140211
ILMN_1863858	6.49898781
ILMN_1658679	6.836803418
ILMN_1851990	6.450554248
ILMN_1655608	7.057329446
ILMN_1832026	6.471830105
ILMN_1739653	6.367371888
ILMN_1685409	6.454121764
ILMN_1879546	6.464887981
ILMN_1706265	6.68243766
ILMN_1708605	7.552091605
ILMN_1758537	6.222555965
ILMN_1879894	6.39219426
ILMN_1852846	6.442016889
ILMN_1873463	6.380342558
ILMN_1668359	6.797932541
ILMN_1731237	6.552153476
ILMN_1730646	6.574131463
ILMN_1728262	7.462863344
ILMN_1666780	6.490192828
ILMN_1843585	6.571561643
ILMN_2135258	7.175161023
ILMN_1895837	6.590803371
ILMN_1662123	6.605567228
ILMN_1702585	7.185209053
ILMN_1809537	6.543490653
ILMN_1703100	6.589818407
ILMN_2402640	6.643195978
ILMN_1902948	6.596486964
ILMN_1895009	6.515853917
ILMN_1714891	6.570582335
ILMN_1771148	6.174791861
ILMN_1750003	6.832308926
ILMN_2377862	6.359780441
ILMN_1732080	6.82161683
ILMN_1716300	6.526358767
ILMN_1663518	6.416524711
ILMN_1726756	6.870714719
ILMN_1691570	9.690716593
ILMN_1668752	6.55249778
ILMN_1815908	6.417560436
ILMN_1652955	10.31420372
ILMN_2059423	6.453318785
ILMN_1672759	8.58508342
ILMN_1842208	6.258197496
ILMN_1725912	6.338811611
ILMN_2409220	8.793727618
ILMN_2298301	7.227979864
ILMN_1653001	7.372940576
ILMN_1864613	6.500822953
ILMN_1738268	6.782966366
ILMN_2168166	6.693544323
ILMN_1736936	6.490072237
ILMN_2162328	10.19982728
ILMN_1880340	7.125418053
ILMN_1743275	7.64150967
ILMN_1917030	6.403407184
ILMN_1757847	7.470910939
ILMN_1885054	6.664336586
ILMN_1667657	7.611963102
ILMN_1805827	12.06568184
ILMN_1840467	6.395374819
ILMN_2395856	9.109737546
ILMN_1873492	6.308633641
ILMN_2381286	6.616282098
ILMN_2338921	7.006730547
ILMN_1683277	7.61475528
ILMN_1898194	6.326984813
ILMN_1831442	6.657504733
ILMN_1744360	6.353506518
ILMN_1884413	6.562323497
ILMN_1726928	6.594705277
ILMN_1781076	6.655516815
ILMN_1705904	6.367816716
ILMN_1668351	7.11989043
ILMN_2329885	6.458475767
ILMN_1904955	6.341308328
ILMN_1687169	6.536681264
ILMN_1658685	8.420904981
ILMN_1693758	6.439650397
ILMN_1857355	6.632071382
ILMN_2058141	10.00012423
ILMN_1886096	6.381386086
ILMN_1845874	6.754877821
ILMN_1739541	7.27968865
ILMN_1724799	6.472703739
ILMN_1702700	6.385423179
ILMN_1653314	6.559765089
ILMN_1833727	6.400015054
ILMN_1774063	6.440124632
ILMN_1899852	6.680725973
ILMN_1781614	6.405178982
ILMN_1783946	6.91642626
ILMN_1689749	6.601109989
ILMN_1780576	6.521464545
ILMN_2341724	6.674516365
ILMN_2141030	6.562924061
ILMN_1691361	6.249907242
ILMN_1784349	6.486597049
ILMN_1770127	10.93209463
ILMN_1844068	6.656493649
ILMN_1715612	6.267983326
ILMN_1812328	6.345030641
ILMN_1717063	6.748570374
ILMN_1773760	11.81646349
ILMN_1655051	6.619151892
ILMN_1701497	6.579314991
ILMN_1757794	6.400832785
ILMN_1821792	6.505820218
ILMN_1826165	8.17859462
ILMN_1758209	6.044033226
ILMN_1804357	7.810220327
ILMN_1722894	7.532090547
ILMN_1688228	6.813742387
ILMN_2411998	6.514672924
ILMN_2086417	11.53462505
ILMN_1836342	6.337848325
ILMN_1743373	7.418386237
ILMN_2123450	6.294585668
ILMN_1847978	6.529249956
ILMN_1701852	6.588069296
ILMN_1677197	6.613895647
ILMN_2401884	6.140230235
ILMN_1660635	9.26591424
ILMN_1716733	6.922315783
ILMN_1738793	6.910530851
ILMN_1900624	6.483164743
ILMN_1871692	6.609832141
ILMN_1856058	6.495222707
ILMN_2188374	6.919334425
ILMN_1791650	6.412733935
ILMN_1808587	9.156468075
ILMN_1849026	6.555352744
ILMN_2386379	6.687428373
ILMN_1793347	6.280251799
ILMN_1732806	6.365153978
ILMN_1734707	6.572080975
ILMN_1794863	8.807080752
ILMN_1682912	7.137837263
ILMN_2407851	9.11986921
ILMN_2190486	6.661783656
ILMN_1700834	6.915562646
ILMN_1835951	6.423391433
ILMN_1800246	6.343122169
ILMN_2409706	6.973724579
ILMN_1700596	6.476704002
ILMN_1871118	6.501183564
ILMN_1804679	9.797951685
ILMN_1864521	6.410371864
ILMN_2123217	6.572989237
ILMN_1705331	6.514201742
ILMN_1810608	7.025323591
ILMN_1740291	9.835234598
ILMN_1818479	6.728100553
ILMN_1781942	8.956750369
ILMN_1876157	6.636060492
ILMN_1815261	7.829729275
ILMN_2150175	6.355326784
ILMN_1717935	6.348648561
ILMN_1900181	6.678499575
ILMN_1733174	6.508494737
ILMN_1776842	6.697860788
ILMN_1698367	6.407270525
ILMN_2218604	6.246337254
ILMN_2295844	6.132453038
ILMN_1658452	6.466505916
ILMN_1836808	6.389172326
ILMN_2312817	6.52938679
ILMN_1812355	6.264323952
ILMN_1797372	6.711972984
ILMN_1743301	6.426748971
ILMN_2395204	8.817387583
ILMN_1686313	6.395491416
ILMN_2221768	6.444614665
ILMN_1817298	6.559828102
ILMN_1780218	6.480849221
ILMN_1716991	6.663639286
ILMN_1764120	6.396774824
ILMN_1815759	6.917864797
ILMN_1828423	6.116780062
ILMN_1896169	6.748213832
ILMN_1794539	8.559226749
ILMN_2232953	6.269366849
ILMN_1853777	6.442190636
ILMN_2415267	6.596154057
ILMN_1743017	6.622604651
ILMN_1739987	6.619133326
ILMN_1856435	6.689773339
ILMN_1866210	6.384300968
ILMN_1815083	7.550791733
ILMN_1900888	6.731786914
ILMN_2108699	6.415903796
ILMN_1655449	6.411688937
ILMN_1770709	6.281534287
ILMN_1847175	6.481674995
ILMN_1857335	7.764278192
ILMN_1811644	6.466978796
ILMN_1696528	6.409268956
ILMN_1692486	9.212293903
ILMN_2411864	6.596775167
ILMN_1661611	6.24251077
ILMN_1785297	6.404255923
ILMN_1656865	6.589335006
ILMN_1663802	6.531316725
ILMN_1694061	6.323301165
ILMN_1765085	6.529840892
ILMN_1673214	6.424718397
ILMN_1809272	6.510792869
ILMN_2271894	6.416827837
ILMN_1778684	8.391146228
ILMN_1740861	7.74375309
ILMN_1660693	6.403007951
ILMN_1915768	6.399835069
ILMN_1915359	6.765165958
ILMN_1721989	10.47919449
ILMN_1783546	9.465711791
ILMN_1668533	6.399507895
ILMN_1709613	6.382771568
ILMN_1726981	11.48771962
ILMN_1725649	6.407503493
ILMN_1812494	6.487216064
ILMN_1737126	6.642621646
ILMN_1766054	8.610505439
ILMN_1785109	6.841853887
ILMN_1796106	9.501076537
ILMN_1880016	6.392608136
ILMN_1737849	6.674475805
ILMN_1700543	6.577233367
ILMN_1909864	6.422533926
ILMN_1867947	6.181786482
ILMN_1884793	6.369535091
ILMN_1746716	6.706801191
ILMN_1776141	6.404496756
ILMN_2317493	6.339250751
ILMN_1719542	6.467257059
ILMN_1693831	6.436350901
ILMN_1685168	6.475385729
ILMN_1825508	6.487937776
ILMN_1881858	6.690803158
ILMN_1869343	6.55817401
ILMN_1889864	6.62602342
ILMN_1737041	6.419980188
ILMN_1682981	6.768658275
ILMN_1727360	6.489028902
ILMN_2410362	6.506714267
ILMN_2168520	7.688427111
ILMN_1756573	6.559951185
ILMN_1726257	6.287735383
ILMN_1654415	6.392057942
ILMN_1729304	6.277928835
ILMN_1651680	12.56344578
ILMN_1700068	6.498976143
ILMN_1662902	6.436495393
ILMN_1800695	6.882929062
ILMN_1681638	6.408284824
ILMN_1707128	6.536580872
ILMN_1742779	8.124591438
ILMN_1666631	6.457086633
ILMN_1781536	8.154843097
ILMN_2338565	6.364653081
ILMN_1883917	6.512642059
ILMN_1666068	6.359875358
ILMN_2062112	8.044293915
ILMN_1664741	6.536571508
ILMN_1700770	6.938706698
ILMN_1804610	7.705325109
ILMN_1728117	6.536061136
ILMN_1831363	6.522812614
ILMN_1747227	8.651665172
ILMN_2115453	6.822190102
ILMN_1865268	6.685033532
ILMN_2046024	6.369383794
ILMN_1681305	6.491480708
ILMN_1915777	6.730234491
ILMN_1879123	6.43018129
ILMN_1676248	6.571758158
ILMN_1905815	6.477999765
ILMN_2282352	6.865616365
ILMN_1848176	6.304123759
ILMN_1661507	6.230029027
ILMN_2091846	6.859075032
ILMN_1910428	6.594209258
ILMN_1720303	7.794529869
ILMN_1706571	7.557546612
ILMN_2335893	6.546841879
ILMN_2194148	6.405168114
ILMN_1773470	9.475110876
ILMN_1820505	6.590956394
ILMN_1739393	6.375226808
ILMN_1732098	6.4646728
ILMN_1734695	6.433264199
ILMN_1788878	7.034324459
ILMN_1715968	8.812359587
ILMN_1869318	6.651816656
ILMN_1893448	6.558844537
ILMN_1699216	6.348587394
ILMN_1688630	6.684980022
ILMN_1665795	6.465835818
ILMN_1835074	6.713730178
ILMN_1827214	6.416206874
ILMN_1875429	6.457762147
ILMN_1784583	6.533708192
ILMN_2398039	8.600723809
ILMN_1724632	6.606470737
ILMN_1831408	6.718506713
ILMN_1659786	8.246382049
ILMN_1848815	6.711151905
ILMN_1821031	6.381778058
ILMN_2198515	6.888018851
ILMN_1867691	6.408771826
ILMN_1776339	6.4191549
ILMN_1660970	6.465188774
ILMN_1813191	7.482027782
ILMN_1652379	7.279452791
ILMN_1812669	6.44346388
ILMN_1686568	6.524560295
ILMN_1716979	6.621212478
ILMN_1787233	6.478022068
ILMN_1728338	6.380219517
ILMN_1809146	6.425463751
ILMN_1696087	9.387791634
ILMN_1704859	6.341676879
ILMN_1663975	6.57257733
ILMN_1797482	7.807653769
ILMN_1889000	6.567182009
ILMN_1870248	7.063678682
ILMN_1837552	6.524730244
ILMN_1869591	6.461082142
ILMN_1672631	6.38846386
ILMN_1651717	6.302723426
ILMN_1700563	6.344104605
ILMN_1670923	6.442614987
ILMN_1714990	9.379207804
ILMN_1868576	6.246710812
ILMN_1686610	10.07276037
ILMN_1748591	9.460770459
ILMN_1755535	6.527211973
ILMN_1724162	6.455318919
ILMN_1850910	6.462122795
ILMN_1660282	6.593698572
ILMN_2198393	8.931439266
ILMN_2325998	6.198912422
ILMN_1736585	7.302741794
ILMN_1891388	6.655442372
ILMN_1653193	6.453821424
ILMN_1768298	6.512284255
ILMN_1793616	8.397745528
ILMN_1682113	6.528614346
ILMN_1808417	6.912565309
ILMN_1797107	6.830646657
ILMN_1763638	8.976283267
ILMN_1891469	6.435106021
ILMN_1669350	6.426581681
ILMN_1883820	6.437241276
ILMN_2265093	6.642992503
ILMN_1666536	6.339361882
ILMN_1876708	6.645984526
ILMN_1686043	6.842005057
ILMN_1668436	6.364760267
ILMN_1715125	6.518933991
ILMN_1758543	8.670789531
ILMN_1734366	6.441948657
ILMN_1700747	6.486893532
ILMN_1689432	6.484298824
ILMN_2389970	6.357138551
ILMN_1753043	6.419641916
ILMN_1872326	6.555434021
ILMN_1867264	6.515210089
ILMN_1898665	6.375376023
ILMN_2366785	6.429612556
ILMN_1850500	6.472519623
ILMN_1850245	6.478958326
ILMN_1674694	6.854478616
ILMN_1674302	8.716096571
ILMN_1815673	7.618386065
ILMN_2397571	7.610757613
ILMN_1867138	6.511211627
ILMN_1752035	6.418530358
ILMN_2214734	6.585380028
ILMN_1843052	6.703595399
ILMN_1868407	6.487892472
ILMN_1698985	6.661608375
ILMN_1677002	6.364218352
ILMN_1874061	6.322059123
ILMN_2094261	6.313518715
ILMN_1773616	6.493848047
ILMN_1785795	10.04715132
ILMN_1766195	7.412219869
ILMN_1784985	7.178359857
ILMN_1740760	6.46280484
ILMN_1677680	6.460331373
ILMN_1718679	6.737764355
ILMN_1781221	6.315975233
ILMN_1901944	6.353623548
ILMN_1905548	6.351681091
ILMN_1776102	9.609968349
ILMN_1752457	6.456646881
ILMN_1782095	7.504654161
ILMN_1822554	6.492913138
ILMN_1730047	6.299517313
ILMN_2291871	6.375796949
ILMN_1722834	9.07592766
ILMN_1913982	6.328118856
ILMN_1904508	6.833729601
ILMN_1904135	6.991855456
ILMN_1674996	6.502669238
ILMN_2319424	8.42494752
ILMN_1845157	7.951257258
ILMN_1878506	6.634666474
ILMN_2415073	6.402932479
ILMN_1655275	6.585036104
ILMN_1692191	6.458107985
ILMN_1680683	6.503878776
ILMN_1906793	6.433706634
ILMN_1761148	6.466612952
ILMN_1782795	7.078265349
ILMN_1856629	6.359082691
ILMN_1893834	6.404128911
ILMN_1747241	9.86226927
ILMN_1883024	6.448462355
ILMN_1788769	6.596520154
ILMN_1767015	7.589399844
ILMN_1694810	9.904988722
ILMN_1867838	6.668125452
ILMN_2362439	6.545977853
ILMN_1755354	6.472162374
ILMN_1779047	6.614767625
ILMN_1782897	7.766586314
ILMN_1663724	6.561496761
ILMN_1905317	6.481993513
ILMN_1739366	6.35020405
ILMN_1705676	6.548173864
ILMN_1652259	6.472401564
ILMN_1673681	6.806062193
ILMN_2134130	6.441739578
ILMN_1732550	6.458423479
ILMN_1708615	6.477514615
ILMN_2352448	9.101979538
ILMN_1716616	6.59044701
ILMN_1891610	6.539403312
ILMN_1655086	6.443550511
ILMN_1907883	6.457137503
ILMN_2389995	6.568775121
ILMN_1652846	7.331724766
ILMN_1845602	6.379727611
ILMN_1744604	12.77624315
ILMN_1813027	7.603544872
ILMN_1821546	6.591839425
ILMN_1660674	6.470699887
ILMN_2179726	9.32837515
ILMN_1784356	6.962354586
ILMN_1743399	6.53185435
ILMN_1843258	6.527166346
ILMN_1851235	6.380537721
ILMN_1788833	6.434613444
ILMN_1825094	6.407257254
ILMN_1867571	6.45243373
ILMN_1665895	6.406074792
ILMN_1904226	6.4610446
ILMN_1677880	6.417744667
ILMN_1697031	6.512309657
ILMN_1791875	5.85845024
ILMN_1767857	6.736857998
ILMN_1802922	6.546017588
ILMN_1851424	6.382156329
ILMN_1801091	6.152407557
ILMN_1795178	6.694660171
ILMN_1726520	8.420226874
ILMN_1828188	6.369256216
ILMN_1775658	6.383608651
ILMN_2079285	8.191714738
ILMN_1907131	6.353724839
ILMN_1896073	6.297536167
ILMN_1678437	6.511394772
ILMN_1680029	6.396579385
ILMN_1765526	6.485939428
ILMN_2160210	6.758096712
ILMN_1691557	6.846830483
ILMN_1893542	6.471364764
ILMN_1831513	6.651000228
ILMN_1681086	6.591642111
ILMN_1792270	6.65333732
ILMN_1721629	6.224492047
ILMN_1681046	6.42330052
ILMN_2267797	6.244232894
ILMN_1914540	6.446909326
ILMN_2073732	9.017460491
ILMN_1818922	6.363234148
ILMN_1900843	6.40839027
ILMN_1803593	8.750798304
ILMN_1668850	6.269439967
ILMN_1715647	9.156034358
ILMN_1899404	6.556682185
ILMN_1816157	6.75851031
ILMN_1870997	6.4798345
ILMN_1712435	6.428881247
ILMN_1763666	6.351747298
ILMN_2327994	6.359859984
ILMN_1683974	6.422580153
ILMN_1760051	6.437915799
ILMN_1736316	6.611778035
ILMN_1774005	6.130812753
ILMN_1664502	6.352309881
ILMN_1695960	6.568965163
ILMN_1855431	6.429419929
ILMN_1904202	6.509804244
ILMN_1839691	6.531804382
ILMN_1723124	7.707917325
ILMN_1690158	6.54387053
ILMN_2190942	6.229190563
ILMN_2408576	10.19049958
ILMN_1654696	6.5194543
ILMN_1683844	6.506629391
ILMN_1866349	6.446264131
